ID	Name	InChIKey	SMILES
DB09093	Chlortetracycline	CYDMQBQPVICBEU-XRNKAMNCSA-N	[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC(Cl)=C1[C@@]3(C)O
DB09095	Difluocortolone	OGPWIDANBSLJPC-RFPWEZLHSA-N	[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB09096	Benzoyl peroxide	OMPJBNCRMGITSC-UHFFFAOYSA-N	O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
DB09097	Quinagolide	GDFGTRDCCWFXTG-ZIFCJYIRSA-N	[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC
DB09099	Somatostatin	NHXLMOGPVYXJNR-ATOGVRKGSA-N	C[C@@H](O)[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC1=O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N)[C@@H](C)O
DB09101	Elvitegravir	JUZYLCPPVHEVSV-LJQANCHMSA-N	[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2
DB09102	Daclatasvir	FKRSSPOQAMALKA-CUPIEXAXSA-N	COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C
DB09112	Nitrous acid	IOVCWXUNBOPUCH-UHFFFAOYSA-N	ON=O
DB09116	Calcium carbimide	MYFXBBAEXORJNB-UHFFFAOYSA-N	[Ca++].[N-]=C=[N-]
DB09117	Paraldehyde	SQYNKIJPMDEDEG-UHFFFAOYSA-N	CC1OC(C)OC(C)O1
DB09118	Stiripentol	IBLNKMRFIPWSOY-FNORWQNLSA-N	CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1
DB09119	Eslicarbazepine acetate	QIALRBLEEWJACW-INIZCTEOSA-N	CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12
DB09120	Zucapsaicin	YKPUWZUDDOIDPM-VURMDHGXSA-N	COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1
DB09121	Aurothioglucose	XHVAWZZCDCWGBK-WYRLRVFGSA-M	OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O
DB09123	Dienogest	AZFLJNIPTRTECV-FUMNGEBKSA-N	[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB09124	Medrogestone	HCFSGRMEEXUOSS-JXEXPEPMSA-N	[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
DB09128	Brexpiprazole	ZKIAIYBUSXZPLP-UHFFFAOYSA-N	O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1
DB09129	Chromic chloride	QSWDMMVNRMROPK-UHFFFAOYSA-K	[Cl-].[Cl-].[Cl-].[Cr+3]
DB09130	Copper	RYGMFSIKBFXOCR-UHFFFAOYSA-N	[Cu]
DB09131	Cupric Chloride	ORTQZVOHEJQUHG-UHFFFAOYSA-L	Cl[Cu]Cl
DB09137	Technetium Tc-99m mebrofenin	JLJSYHOPCNWUNE-UHFFFAOYSA-N	[Tc].CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
DB09139	Technetium Tc-99m oxidronate	SIJNDWFHVBDXDY-NLQOEHMXSA-N	[99Tc].OC(P(O)(O)=O)P(O)(O)=O
DB09140	Oxygen	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O
DB09142	Sincalide	IZTQOLKUZKXIRV-YRVFCXMDSA-N	CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
DB09143	Sonidegib	VZZJRYRQSPEMTK-CALCHBBNSA-N	[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=CC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=N1
DB09148	Florbetaben (18F)	NCWZOASIUQVOFA-FWZJPQCDSA-N	CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCC[18F])C=C2)C=C1
DB09149	Florbetapir (18F)	YNDIAUKFXKEXSV-CRYLGTRXSA-N	[H]N(C1=C([H])C([H])=C(\C([H])=C(/[H])C2=C([H])N=C(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[18F])C([H])=C2[H])C([H])=C1[H])C([H])([H])[H]
DB09151	Flutemetamol (18F)	VVECGOCJFKTUAX-HUYCHCPVSA-N	CNC1=C([18F])C=C(C=C1)C1=NC2=CC=C(O)C=C2S1
DB09154	Sodium citrate	HRXKRNGNAMMEHJ-UHFFFAOYSA-K	[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB09160	Technetium Tc-99m tetrofosmin	HBJYDUADMKVTGP-RCUQKECRSA-N	O.O.[98Tc].CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC
DB09161	Technetium Tc-99m sestamibi	ZBTQTVSNLRPJHI-UHFFFAOYSA-N	[Tc+].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-]
DB09167	Dosulepin	PHTUQLWOUWZIMZ-GZTJUZNOSA-N	CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12
DB09183	Dasabuvir	NBRBXGKOEOGLOI-UHFFFAOYSA-N	COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C
DB09185	Viloxazine	YWPHCCPCQOJSGZ-UHFFFAOYSA-N	CCOC1=CC=CC=C1OCC1CNCCO1
DB09195	Lorpiprazole	BNRMWKUVWLKDQJ-YJBOKZPZSA-N	[H][C@@]12CCC[C@]1([H])C1=NN=C(CCN3CCN(CC3)C3=CC=CC(=C3)C(F)(F)F)N1C2
DB09205	Moxisylyte	VRYMTAVOXVTQEF-UHFFFAOYSA-N	CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1
DB09209	Pholcodine	GPFAJKDEDBRFOS-FKQDBXSBSA-N	[H][C@@]12OC3=C(OCCN4CCOCC4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB09212	Loxoprofen	YMBXTVYHTMGZDW-UHFFFAOYSA-N	CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1
DB09213	Dexibuprofen	HEFNNWSXXWATRW-JTQLQIEISA-N	CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O
DB09214	Dexketoprofen	DKYWVDODHFEZIM-NSHDSACASA-N	[H][C@@](C)(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
DB09216	Tolfenamic acid	YEZNLOUZAIOMLT-UHFFFAOYSA-N	CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O
DB09220	Nicorandil	LBHIOVVIQHSOQN-UHFFFAOYSA-N	[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1
DB09225	Zotepine	HDOZVRUNCMBHFH-UHFFFAOYSA-N	CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12
DB09236	Lacidipine	GKQPCPXONLDCMU-CCEZHUSRSA-N	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC
DB09237	Levamlodipine	HTIQEAQVCYTUBX-KRWDZBQOSA-N	CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC
DB09238	Manidipine	ANEBWFXPVPTEET-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)N(=O)=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
DB09241	Methylene blue	CXKWCBBOMKCUKX-UHFFFAOYSA-M	[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1
DB09242	Moxonidine	WPNJAUFVNXKLIM-UHFFFAOYSA-N	COC1=NC(C)=NC(Cl)=C1NC1=NCCN1
DB09256	Tegafur	WFWLQNSHRPWKFK-UHFFFAOYSA-N	FC1=CN(C2CCCO2)C(=O)NC1=O
DB09257	Gimeracil	ZPLQIPFOCGIIHV-UHFFFAOYSA-N	OC1=CC(=O)NC=C1Cl
DB09265	Lixisenatide	XVVOERDUTLJJHN-IAEQDCLQSA-N	CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O
DB09269	Phenylacetic acid	WLJVXDMOQOGPHL-UHFFFAOYSA-N	OC(=O)CC1=CC=CC=C1
DB09270	Ubidecarenone	ACTIUHUUMQJHFO-UPTCCGCDSA-N	COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O
DB09272	Eluxadoline	QFNHIDANIVGXPE-FNZWTVRRSA-N	COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
DB09274	Artesunate	FIHJKUPKCHIPAT-AHIGJZGOSA-N	[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4
DB09276	Sodium aurothiomalate	VXIHRIQNJCRFQX-UHFFFAOYSA-K	[Na+].[Na+].[O-]C(=O)CC(S[Au])C([O-])=O
DB09280	Lumacaftor	UFSKUSARDNFIRC-UHFFFAOYSA-N	CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O
DB09282	Molsidomine	XLFWDASMENKTKL-UHFFFAOYSA-N	CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1
DB09291	Rolapitant	FIVSJYGQAIEMOC-ZGNKEGEESA-N	C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
DB09292	Sacubitril	PYNXFZCZUAOOQC-UTKZUKDTSA-N	CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O
DB09296	Ombitasvir	PIDFDZJZLOTZTM-KHVQSSSXSA-N	COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1
DB09297	Paritaprevir	UAUIUKWPKRJZJV-QPLHLKROSA-N	[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1
DB09299	Tenofovir alafenamide	LDEKQSIMHVQZJK-CAQYMETFSA-N	CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1
DB09300	Butylscopolamine	YBCNXCRZPWQOBR-WVHCHWADSA-N	CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
DB09325	Sodium fluoride	PUZPDOWCWNUUKD-UHFFFAOYSA-M	[F-].[Na+]
DB09326	Ammonia N-13	QGZKDVFQNNGYKY-BJUDXGSMSA-N	[13NH3]
DB09327	Tegafur-uracil	DHMYGZIEILLVNR-UHFFFAOYSA-N	O=C1NC=CC(=O)N1.FC1=CN(C2CCCO2)C(=O)NC1=O
DB09330	Osimertinib	DUYJMQONPNNFPI-UHFFFAOYSA-N	COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C
DB09332	Kappadione	GZBACHSOZNEZOG-UHFFFAOYSA-J	[Na+].[Na+].[Na+].[Na+].CC1=C(OP([O-])([O-])=O)C2=CC=CC=C2C(OP([O-])([O-])=O)=C1
DB09333	Iopodic acid	YQNFBOJPTAXAKV-UHFFFAOYSA-N	CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I
DB09340	Tyropanoic acid	YMOXVLQZFAUUKI-UHFFFAOYSA-N	CCCC(=O)NC1=C(I)C=C(I)C(CC(CC)C(O)=O)=C1I
DB09342	Propoxycaine	CAJIGINSTLKQMM-UHFFFAOYSA-N	CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC
DB09343	Tipiracil	QQHMKNYGKVVGCZ-UHFFFAOYSA-N	ClC1=C(CN2CCCC2=N)NC(=O)NC1=O
DB09345	Pramocaine	DQKXQSGTHWVTAD-UHFFFAOYSA-N	CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
DB09348	Propiolactone	VEZXCJBBBCKRPI-UHFFFAOYSA-N	O=C1CCO1
DB09351	Levobetaxolol	NWIUTZDMDHAVTP-KRWDZBQOSA-N	CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1
DB09371	Norethynodrel	ICTXHFFSOAJUMG-SLHNCBLASA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC(=O)CC3
DB09374	Indocyanine green acid form	BDBMLMBYCXNVMC-UHFFFAOYSA-O	CC1(C)\C(=C\C=C\C=C\C=C\C2=[N+](CCCCS(O)(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS(O)(=O)=O)C2=C1C1=CC=CC=C1C=C2
DB09378	Fluprednisolone	MYYIMZRZXIQBGI-HVIRSNARSA-N	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB09383	Meprednisone	PIDANAQULIKBQS-RNUIGHNZSA-N	[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB09389	Norgestrel	WWYNJERNGUHSAO-UHFFFAOYSA-N	CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
DB09395	Sodium acetate	VMHLLURERBWHNL-UHFFFAOYSA-M	[Na+].CC([O-])=O
DB09401	Isosorbide	KLDXJTOLSGUMSJ-JGWLITMVSA-N	[H][C@]1(O)CO[C@]2([H])[C@]([H])(O)CO[C@]12[H]
DB09409	Magnesium acetate tetrahydrate	XKPKPGCRSHFTKM-UHFFFAOYSA-L	O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O
DB09418	Potassium perchlorate	YLMGFJXSLBMXHK-UHFFFAOYSA-M	[K+].[O-][Cl](=O)(=O)=O
DB09421	Protirelin	XNSAINXGIQZQOO-SRVKXCTJSA-N	[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O
DB09449	Sodium phosphate, monobasic	AJPJDKMHJJGVTQ-UHFFFAOYSA-M	[Na+].OP(O)([O-])=O
DB09460	Sodium carbonate	CDBYLPFSWZWCQE-UHFFFAOYSA-L	[Na+].[Na+].[O-]C([O-])=O
DB09462	Glycerin	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO
DB09472	Sodium sulfate	PMZURENOXWZQFD-UHFFFAOYSA-L	[Na+].[Na+].[O-]S([O-])(=O)=O
DB09477	Enalaprilat	LZFZMUMEGBBDTC-QEJZJMRPSA-N	[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O
DB09479	Rubidium Rb-82	NCCSSGKUIKYAJD-OIOBTWANSA-N	[82Rb+]
DB09481	Magnesium carbonate	ZLNQQNXFFQJAID-UHFFFAOYSA-L	[Mg++].[O-]C([O-])=O
DB09488	Acrivastine	PWACSDKDOHSSQD-IUTFFREVSA-N	[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O
DB09498	Strontium chloride Sr-89	AHBGXTDRMVNFER-FCHARDOESA-L	[Cl-].[Cl-].[89Sr++]
DB09502	Fludeoxyglucose (18F)	AOYNUTHNTBLRMT-MXWOLSILSA-N	[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO
DB09517	Sodium ferric gluconate complex	MQBDAEHWGRMADS-XNHLMZCASA-M	[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
DB09526	Hydroquinone	QIGBRXMKCJKVMJ-UHFFFAOYSA-N	OC1=CC=C(O)C=C1
DB09535	Octocrylene	FMJSMJQBSVNSBF-UHFFFAOYSA-N	CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1
DB09536	Titanium dioxide	GWEVSGVZZGPLCZ-UHFFFAOYSA-N	O=[Ti]=O
DB09546	Iobenguane sulfate I-123	XNACDNPGABUBFR-FKNPGSCZSA-N	OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1
DB09552	Thonzonium	IOYZYMQFUSNATM-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
DB09555	Dexchlorpheniramine maleate	DBAKFASWICGISY-DASCVMRKSA-N	OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB09570	Ixazomib	MXAYKZJJDUDWDS-LBPRGKRZSA-N	CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O
DB09571	Levmetamfetamine	MYWUZJCMWCOHBA-SECBINFHSA-N	CN[C@H](C)CC1=CC=CC=C1
DB11064	Homosalate	WSSJONWNBBTCMG-UHFFFAOYSA-N	CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1
DB11071	Phenyl salicylate	ZQBAKBUEJOMQEX-UHFFFAOYSA-N	OC1=CC=CC=C1C(=O)OC1=CC=CC=C1
DB11079	Trolamine salicylate	UEVAMYPIMMOEFW-UHFFFAOYSA-N	OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O
DB11081	Aluminum chloride	VSCWAEJMTAWNJL-UHFFFAOYSA-K	Cl[Al](Cl)Cl
DB11085	Resorcinol	GHMLBKRAJCXXBS-UHFFFAOYSA-N	OC1=CC(O)=CC=C1
DB11090	Potassium nitrate	FGIUAXJPYTZDNR-UHFFFAOYSA-N	[K+].[O-][N+]([O-])=O
DB11091	Hydrogen peroxide	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO
DB11093	Calcium citrate	FNAQSUUGMSOBHW-UHFFFAOYSA-H	[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB11098	Potassium bicarbonate	TYJJADVDDVDEDZ-UHFFFAOYSA-M	[K+].OC([O-])=O
DB11100	Allantoin	POJWUDADGALRAB-UHFFFAOYSA-N	NC(=O)NC1NC(=O)NC1=O
DB11127	Selenious acid	MCAHWIHFGHIESP-UHFFFAOYSA-N	O[Se](O)=O
DB11132	Silicon dioxide	VYPSYNLAJGMNEJ-UHFFFAOYSA-N	O=[Si]=O
DB11134	Cupric oxide	KKCXRELNMOYFLS-UHFFFAOYSA-N	[O--].[Cu++]
DB11135	Selenium	BUGBHKTXTAQXES-UHFFFAOYSA-N	[Se]
DB11136	Chromium	VYZAMTAEIAYCRO-UHFFFAOYSA-N	[Cr]
DB11148	Butamben	IUWVALYLNVXWKX-UHFFFAOYSA-N	CCCCOC(=O)C1=CC=C(N)C=C1
DB11155	Triclocarban	ICUTUKXCWQYESQ-UHFFFAOYSA-N	ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1
DB11156	Pyrantel	YSAUAVHXTIETRK-AATRIKPKSA-N	[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1
DB11157	Anthralin	NUZWLKWWNNJHPT-UHFFFAOYSA-N	OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2
DB11181	Homatropine	ZTVIKZXZYLEVOL-MCOXGKPRSA-N	[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C
DB11182	Rose bengal	VDNLFJGJEQUWRB-UHFFFAOYSA-N	OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12
DB11186	Pentoxyverine	CFJMRBQWBDQYMK-UHFFFAOYSA-N	CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1
DB11201	Menthyl salicylate	SJOXEWUZWQYCGL-DVOMOZLQSA-N	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O
DB11217	Arbutin	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
DB11219	Enzacamene	HEOCBCNFKCOKBX-SDNWHVSQSA-N	CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
DB11221	Dioxybenzone	MEZZCSHVIGVWFI-UHFFFAOYSA-N	COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O
DB11235	Thonzylamine	GULNIHOSWFYMRN-UHFFFAOYSA-N	COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1
DB11254	Hexylresorcinol	WFJIVOKAWHGMBH-UHFFFAOYSA-N	CCCCCCC1=C(O)C=C(O)C=C1
DB11256	Levomefolic acid	ZNOVTXRBGFNYRX-STQMWFEESA-N	CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2
DB11273	Dihydroergocornine	SEALOBQTUQIVGU-QNIJNHAOSA-N	[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
DB11274	Dihydro-alpha-ergocryptine	PBUNVLRHZGSROC-VTIMJTGVSA-N	[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
DB11275	Epicriptine	SBFXHXZNBNFPHV-PXXBSISHSA-N	[H][C@@]12CCCN1C(=O)[C@]([H])([C@H](C)CC)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C
DB11278	DL-Methylephedrine	FMCGSUUBYTWNDP-ONGXEEELSA-N	C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C
DB11323	Glycol salicylate	LVYLCBNXHHHPSB-UHFFFAOYSA-N	OCCOC(=O)C1=CC=CC=C1O
DB11327	Dipyrithione	ZHDBTKPXEJDTTQ-UHFFFAOYSA-N	[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-]
DB11328	Tetradecyl hydrogen sulfate (ester)	GROJOWHVXQYQGN-UHFFFAOYSA-N	CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O
