type	ID	Name	State	group	Gene_target	DB_id	name	Type	ATC_code
small molecule	DB12010	Fostamatinib	NA	approved	CAMK2B	BE0003792	Calcium/calmodulin-dependent protein kinase type II subunit beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CAMK2D	BE0004108	Calcium/calmodulin-dependent protein kinase type II subunit delta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CAMK2G	BE0004384	Calcium/calmodulin-dependent protein kinase type II subunit gamma	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CAMKK1	BE0009418	Calcium/calmodulin-dependent protein kinase kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CAMKK2	BE0009419	Calcium/calmodulin-dependent protein kinase kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CASK	BE0002641	Peripheral plasma membrane protein CASK	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CSN3	BE0009420	Kappa-casein	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDK1	BE0001082	Cyclin-dependent kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDC42BPG	BE0009421	Serine/threonine-protein kinase MRCK gamma	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDK4	BE0002216	Cyclin-dependent kinase 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDKL1	BE0009422	Cyclin-dependent kinase-like 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDKL2	BE0009423	Cyclin-dependent kinase-like 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CHEK1	BE0003382	Serine/threonine-protein kinase Chk1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CHEK2	BE0003381	Serine/threonine-protein kinase Chk2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CIT	BE0009424	Citron Rho-interacting kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CLK1	BE0001824	Dual specificity protein kinase CLK1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CLK2	BE0009425	Dual specificity protein kinase CLK2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CLK3	BE0004043	Dual specificity protein kinase CLK3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CLK4	BE0009426	Dual specificity protein kinase CLK4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CSF1R	BE0000853	Macrophage colony-stimulating factor 1 receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CSK	BE0001356	Tyrosine-protein kinase CSK	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CSNK1A1	BE0009427	Casein kinase I isoform alpha	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CSNK2A1	BE0001209	Casein kinase II subunit alpha	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CSNK2A2	BE0003984	Casein kinase II subunit alpha'	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DAPK1	BE0001776	Death-associated protein kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DAPK2	BE0009428	Death-associated protein kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DAPK3	BE0003788	Death-associated protein kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DCLK1	BE0009429	Serine/threonine-protein kinase DCLK1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DCLK2	BE0009430	Serine/threonine-protein kinase DCLK2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DCLK3	BE0009431	Serine/threonine-protein kinase DCLK3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DDR1	BE0001124	Epithelial discoidin domain-containing receptor 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DDR2	BE0004741	Discoidin domain-containing receptor 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DYRK1A	BE0004012	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	DYRK1B	BE0009432	Dual specificity tyrosine-phosphorylation-regulated kinase 1B	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EGFR	BE0000767	Epidermal growth factor receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EIF2AK1	BE0009433	Eukaryotic translation initiation factor 2-alpha kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EIF2AK2	BE0009434	Interferon-induced, double-stranded RNA-activated protein kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EIF2AK4	BE0009435	eIF-2-alpha kinase GCN2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA1	BE0009436	Ephrin type-A receptor 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA2	BE0000841	Ephrin type-A receptor 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA3	BE0009437	Ephrin type-A receptor 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA4	BE0009438	Ephrin type-A receptor 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA5	BE0005587	Ephrin type-A receptor 5	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA6	BE0009439	Ephrin type-A receptor 6	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA7	BE0004140	Ephrin type-A receptor 7	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHA8	BE0009440	Ephrin type-A receptor 8	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHB1	BE0009441	Ephrin type-B receptor 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHB2	BE0004549	Ephrin type-B receptor 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHB4	BE0002453	Ephrin type-B receptor 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	EPHB6	BE0009442	Ephrin type-B receptor 6	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	ERBB2	BE0000511	Receptor tyrosine-protein kinase erbB-2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	ERBB4	BE0004772	Receptor tyrosine-protein kinase erbB-4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	ERN1	BE0003839	Serine/threonine-protein kinase/endoribonuclease IRE1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FER	BE0009443	Tyrosine-protein kinase Fer	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FES	BE0009444	Tyrosine-protein kinase Fes/Fps	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FGFR1	BE0002131	Fibroblast growth factor receptor 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FGFR2	BE0000748	Fibroblast growth factor receptor 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FGFR3	BE0002133	Fibroblast growth factor receptor 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FGR	BE0005539	Tyrosine-protein kinase Fgr	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FLT1	BE0000029	Vascular endothelial growth factor receptor 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FLT3	BE0000147	Receptor-type tyrosine-protein kinase FLT3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FLT4	BE0000023	Vascular endothelial growth factor receptor 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MTOR	BE0002386	Serine/threonine-protein kinase mTOR	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FRK	BE0004742	Tyrosine-protein kinase FRK	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	FYN	BE0000839	Tyrosine-protein kinase Fyn	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	GAK	BE0009445	Cyclin-G-associated kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	GSK3A	BE0009446	Glycogen synthase kinase-3 alpha	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	GSK3B	BE0001065	Glycogen synthase kinase-3 beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	HCK	BE0001424	Tyrosine-protein kinase HCK	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	HIPK2	BE0009447	Homeodomain-interacting protein kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	HIPK3	BE0009448	Homeodomain-interacting protein kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	ICK	BE0009449	Serine/threonine-protein kinase ICK	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	IKBKB	BE0001154	Inhibitor of nuclear factor kappa-B kinase subunit beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	IKBKE	BE0009450	Inhibitor of nuclear factor kappa-B kinase subunit epsilon	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	INSR	BE0000033	Insulin receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	INSRR	BE0009451	Insulin receptor-related protein	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	IRAK1	BE0009452	Interleukin-1 receptor-associated kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	IRAK3	BE0009453	Interleukin-1 receptor-associated kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	IRAK4	BE0004344	Interleukin-1 receptor-associated kinase 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	ITK	BE0001341	Tyrosine-protein kinase ITK/TSK	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	JAK2	BE0002408	Tyrosine-protein kinase JAK2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	JAK3	BE0003493	Tyrosine-protein kinase JAK3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	KDR	BE0000369	Vascular endothelial growth factor receptor 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	SIK3	BE0009454	Serine/threonine-protein kinase SIK3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	KIT	BE0000453	Mast/stem cell growth factor receptor Kit	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	LATS1	BE0009455	Serine/threonine-protein kinase LATS1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	LCK	BE0000842	Tyrosine-protein kinase Lck	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	LIMK1	BE0004759	LIM domain kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	LIMK2	BE0009456	LIM domain kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	LRRK2	BE0009457	Leucine-rich repeat serine/threonine-protein kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	LTK	BE0009458	Leukocyte tyrosine kinase receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	LYN	BE0004315	Tyrosine-protein kinase Lyn	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP2K2	BE0004744	Dual specificity mitogen-activated protein kinase kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP2K3	BE0009459	Dual specificity mitogen-activated protein kinase kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP2K5	BE0009460	Dual specificity mitogen-activated protein kinase kinase 5	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP2K6	BE0009461	Dual specificity mitogen-activated protein kinase kinase 6	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K1	BE0003430	Mitogen-activated protein kinase kinase kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K10	BE0009462	Mitogen-activated protein kinase kinase kinase 10	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K11	BE0009463	Mitogen-activated protein kinase kinase kinase 11	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K12	BE0009464	Mitogen-activated protein kinase kinase kinase 12	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K13	BE0009465	Mitogen-activated protein kinase kinase kinase 13	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K15	BE0009466	Mitogen-activated protein kinase kinase kinase 15	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K2	BE0004745	Mitogen-activated protein kinase kinase kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K3	BE0009467	Mitogen-activated protein kinase kinase kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K4	BE0009468	Mitogen-activated protein kinase kinase kinase 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K6	BE0009469	Mitogen-activated protein kinase kinase kinase 6	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP3K9	BE0004386	Mitogen-activated protein kinase kinase kinase 9	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP4K1	BE0009470	Mitogen-activated protein kinase kinase kinase kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP4K2	BE0009471	Mitogen-activated protein kinase kinase kinase kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP4K3	BE0009472	Mitogen-activated protein kinase kinase kinase kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP4K4	BE0009473	Mitogen-activated protein kinase kinase kinase kinase 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAP4K5	BE0009474	Mitogen-activated protein kinase kinase kinase kinase 5	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPK10	BE0001097	Mitogen-activated protein kinase 10	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPK13	BE0003391	Mitogen-activated protein kinase 13	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPK14	BE0001019	Mitogen-activated protein kinase 14	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPK15	BE0009475	Mitogen-activated protein kinase 15	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPK4	BE0009476	Mitogen-activated protein kinase 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPK7	BE0009477	Mitogen-activated protein kinase 7	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPK9	BE0003772	Mitogen-activated protein kinase 9	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAPKAPK5	BE0009478	MAP kinase-activated protein kinase 5	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MARK1	BE0009479	Serine/threonine-protein kinase MARK1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MARK2	BE0009480	Serine/threonine-protein kinase MARK2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MARK3	BE0009481	MAP/microtubule affinity-regulating kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MARK4	BE0009482	MAP/microtubule affinity-regulating kinase 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CLASP1	BE0009483	CLIP-associating protein 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MAST1	BE0009484	Microtubule-associated serine/threonine-protein kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MATK	BE0009485	Megakaryocyte-associated tyrosine-protein kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MELK	BE0009486	Maternal embryonic leucine zipper kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MERTK	BE0004271	Tyrosine-protein kinase Mer	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MINK1	BE0009487	Misshapen-like kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MKNK1	BE0009488	MAP kinase-interacting serine/threonine-protein kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MKNK2	BE0009489	MAP kinase-interacting serine/threonine-protein kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MST1R	BE0009490	Macrophage-stimulating protein receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MUSK	BE0009491	Muscle, skeletal receptor tyrosine-protein kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MYLK	BE0009492	Myosin light chain kinase, smooth muscle	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MYLK2	BE0004946	Myosin light chain kinase 2, skeletal/cardiac muscle	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MYLK3	BE0009493	Myosin light chain kinase 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MYLK4	BE0009494	Myosin light chain kinase family member 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	MYO3A	BE0009495	Myosin-IIIa	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NEK1	BE0009496	Serine/threonine-protein kinase Nek1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NEK11	BE0004758	Serine/threonine-protein kinase Nek11	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NEK2	BE0003796	Serine/threonine-protein kinase Nek2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NEK3	BE0009497	Serine/threonine-protein kinase Nek3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NEK4	BE0009498	Serine/threonine-protein kinase Nek4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NEK5	BE0009499	Serine/threonine-protein kinase Nek5	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NEK9	BE0009500	Serine/threonine-protein kinase Nek9	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NTRK1	BE0001039	High affinity nerve growth factor receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NTRK2	BE0003605	BDNF/NT-3 growth factors receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NTRK3	BE0009501	NT-3 growth factor receptor	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NUAK1	BE0009502	NUAK family SNF1-like kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	NUAK2	BE0009503	NUAK family SNF1-like kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	OXSR1	BE0009504	Serine/threonine-protein kinase OSR1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PAK1	BE0009505	Serine/threonine-protein kinase PAK 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PAK2	BE0009506	Serine/threonine-protein kinase PAK 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PAK3	BE0009507	Serine/threonine-protein kinase PAK 3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PAK4	BE0009508	Serine/threonine-protein kinase PAK 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PAK6	BE0009509	Serine/threonine-protein kinase PAK 6	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PAK5	BE0009510	Serine/threonine-protein kinase PAK 5	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDK16	BE0004077	Cyclin-dependent kinase 16	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDK17	BE0009511	Cyclin-dependent kinase 17	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PDGFRA	BE0000852	Platelet-derived growth factor receptor alpha	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PDGFRB	BE0000205	Platelet-derived growth factor receptor beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PDPK1	BE0001193	3-phosphoinositide-dependent protein kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	CDK15	BE0000437	Cyclin-dependent kinase 15	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PHKG1	BE0009512	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PI4KB	BE0009513	Phosphatidylinositol 4-kinase beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIK3C2B	BE0009514	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIK3C2G	BE0009515	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIK3CD	BE0002406	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIK3CG	BE0001315	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIM1	BE0001277	Serine/threonine-protein kinase pim-1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIM3	BE0009516	Serine/threonine-protein kinase pim-3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIP4K2B	BE0009517	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PIP4K2C	BE0009518	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PKMYT1	BE0009519	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PKN1	BE0009520	Serine/threonine-protein kinase N1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PKN2	BE0009521	Serine/threonine-protein kinase N2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PLK1	BE0003745	Serine/threonine-protein kinase PLK1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PLK2	BE0009522	Serine/threonine-protein kinase PLK2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PLK3	BE0009523	Serine/threonine-protein kinase PLK3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PLK4	BE0009524	Serine/threonine-protein kinase PLK4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKAA1	BE0000677	5'-AMP-activated protein kinase catalytic subunit alpha-1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKAA1	BE0004907	5'-AMP-activated protein kinase catalytic subunit alpha-1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKACB	BE0004475	cAMP-dependent protein kinase catalytic subunit beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKCD	BE0002417	Protein kinase C delta type	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKCE	BE0003431	Protein kinase C epsilon type	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKCG	BE0009588	Protein kinase C gamma type	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKCI	BE0003889	Protein kinase C iota type	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKCQ	BE0001385	Protein kinase C theta type	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKD1	BE0009525	Serine/threonine-protein kinase D1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRKG2	BE0009526	cGMP-dependent protein kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PRPF4B	BE0009527	Serine/threonine-protein kinase PRP4 homolog	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PTK2	BE0003090	Focal adhesion kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PTK2B	BE0000871	Protein-tyrosine kinase 2-beta	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	PTK6	BE0004731	Protein-tyrosine kinase 6	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RAF1	BE0000036	RAF proto-oncogene serine/threonine-protein kinase	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RET	BE0002411	Proto-oncogene tyrosine-protein kinase receptor Ret	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RIOK1	BE0009528	Serine/threonine-protein kinase RIO1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RIOK2	BE0009529	Serine/threonine-protein kinase RIO2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RIOK3	BE0009530	Serine/threonine-protein kinase RIO3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RIPK1	BE0009531	Receptor-interacting serine/threonine-protein kinase 1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RIPK2	BE0009532	Receptor-interacting serine/threonine-protein kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RIPK4	BE0009533	Receptor-interacting serine/threonine-protein kinase 4	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	ROCK2	BE0004191	Rho-associated protein kinase 2	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	ROS1	BE0009534	Proto-oncogene tyrosine-protein kinase ROS	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RPS6KA1	BE0004274	Ribosomal protein S6 kinase alpha-1	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	RPS6KA3	BE0004876	Ribosomal protein S6 kinase alpha-3	polypeptide	B02BX09
small molecule	DB12010	Fostamatinib	NA	approved	SBK1	BE0009535	Serine/threonine-protein kinase SBK1	polypeptide	B02BX09
