disease	gene
skin and connective tissue diseases	KRT2
skin and connective tissue diseases	CLEC7A
skin and connective tissue diseases	HR
skin and connective tissue diseases	MYH9
skin and connective tissue diseases	LAMC2
skin and connective tissue diseases	ATP6V0A2
skin and connective tissue diseases	SPINK5
skin and connective tissue diseases	HPS6
skin and connective tissue diseases	STAT4
skin and connective tissue diseases	CAVIN1
skin and connective tissue diseases	STAT1
skin and connective tissue diseases	MLH1
skin and connective tissue diseases	NCSTN
skin and connective tissue diseases	PTPN11
skin and connective tissue diseases	F12
skin and connective tissue diseases	RAD51C
skin and connective tissue diseases	IL12B
skin and connective tissue diseases	SART3
skin and connective tissue diseases	CTSC
skin and connective tissue diseases	TWIST2
skin and connective tissue diseases	ALOX12B
skin and connective tissue diseases	OCA2
skin and connective tissue diseases	PSEN1
skin and connective tissue diseases	FBLN1
skin and connective tissue diseases	MSH2
skin and connective tissue diseases	KRT74
skin and connective tissue diseases	LIPH
skin and connective tissue diseases	TERT
skin and connective tissue diseases	PDCD1
skin and connective tissue diseases	FBN1
skin and connective tissue diseases	XRCC3
skin and connective tissue diseases	CYP19A1
skin and connective tissue diseases	CAV1
skin and connective tissue diseases	FCRL3
skin and connective tissue diseases	KRT9
skin and connective tissue diseases	ITGB4
skin and connective tissue diseases	COL5A2
skin and connective tissue diseases	KRT6B
skin and connective tissue diseases	DKC1
skin and connective tissue diseases	RECQL4
skin and connective tissue diseases	HPS3
skin and connective tissue diseases	KRT86
skin and connective tissue diseases	GTF2H5
skin and connective tissue diseases	APCDD1
skin and connective tissue diseases	EDAR
skin and connective tissue diseases	EVC
skin and connective tissue diseases	TNFSF4
skin and connective tissue diseases	ADAMTS2
skin and connective tissue diseases	MICB
skin and connective tissue diseases	TYR
skin and connective tissue diseases	KRT17
skin and connective tissue diseases	CDSN
skin and connective tissue diseases	EFEMP2
skin and connective tissue diseases	GALNS
skin and connective tissue diseases	RAD51D
skin and connective tissue diseases	LMNB2
skin and connective tissue diseases	LPAR6
skin and connective tissue diseases	HFE
skin and connective tissue diseases	ACVR1B
skin and connective tissue diseases	ALDH3A2
skin and connective tissue diseases	HPS5
skin and connective tissue diseases	FCGR2B
skin and connective tissue diseases	HGSNAT
skin and connective tissue diseases	PLIN1
skin and connective tissue diseases	POLH
skin and connective tissue diseases	MICA
skin and connective tissue diseases	ATP2C1
skin and connective tissue diseases	KRT83
skin and connective tissue diseases	RASGRP1
skin and connective tissue diseases	ITGAM
skin and connective tissue diseases	NECTIN1
skin and connective tissue diseases	NHP2
skin and connective tissue diseases	C4A
skin and connective tissue diseases	C4B
skin and connective tissue diseases	DTNBP1
skin and connective tissue diseases	NLRP1
skin and connective tissue diseases	CRTAP
skin and connective tissue diseases	ITPKC
skin and connective tissue diseases	KRT16
skin and connective tissue diseases	EVC2
skin and connective tissue diseases	NBN
skin and connective tissue diseases	COL5A1
skin and connective tissue diseases	KRT14
skin and connective tissue diseases	KRT13
skin and connective tissue diseases	LAMA3
skin and connective tissue diseases	PIK3CA
skin and connective tissue diseases	TMC6
skin and connective tissue diseases	ALOXE3
skin and connective tissue diseases	LOX
skin and connective tissue diseases	EDA
skin and connective tissue diseases	RAD51
skin and connective tissue diseases	CGNL1
skin and connective tissue diseases	BSCL2
skin and connective tissue diseases	ROR2
skin and connective tissue diseases	PLOD2
skin and connective tissue diseases	PLOD1
skin and connective tissue diseases	LMNA
skin and connective tissue diseases	HYAL1
skin and connective tissue diseases	PTPN22
skin and connective tissue diseases	CBS
skin and connective tissue diseases	SERPINH1
skin and connective tissue diseases	XPA
skin and connective tissue diseases	RNF146
skin and connective tissue diseases	BRIP1
skin and connective tissue diseases	SLC45A2
skin and connective tissue diseases	MVK
skin and connective tissue diseases	IL17RA
skin and connective tissue diseases	COL7A1
skin and connective tissue diseases	BLOC1S3
skin and connective tissue diseases	COL1A2
skin and connective tissue diseases	LAMB3
skin and connective tissue diseases	AKT1
skin and connective tissue diseases	GLB1
skin and connective tissue diseases	AKT2
skin and connective tissue diseases	KITLG
skin and connective tissue diseases	COL1A1
skin and connective tissue diseases	TLR5
skin and connective tissue diseases	ADAMTS10
skin and connective tissue diseases	ATP2A2
skin and connective tissue diseases	NFKBIL1
skin and connective tissue diseases	SERPING1
skin and connective tissue diseases	NFKBIA
skin and connective tissue diseases	COL4A3
skin and connective tissue diseases	DDB2
skin and connective tissue diseases	COL4A5
skin and connective tissue diseases	COL4A4
skin and connective tissue diseases	COL3A1
skin and connective tissue diseases	NAGLU
skin and connective tissue diseases	PYCR1
skin and connective tissue diseases	IDS
skin and connective tissue diseases	LMX1B
skin and connective tissue diseases	FECH
skin and connective tissue diseases	NLRP12
skin and connective tissue diseases	IDUA
skin and connective tissue diseases	LORICRIN
skin and connective tissue diseases	CTLA4
skin and connective tissue diseases	ELN
skin and connective tissue diseases	RAF1
skin and connective tissue diseases	XPC
skin and connective tissue diseases	SLURP1
skin and connective tissue diseases	HLA-E
skin and connective tissue diseases	CLDN10
skin and connective tissue diseases	MUC21
skin and connective tissue diseases	FBXL19
skin and connective tissue diseases	ATG5
skin and connective tissue diseases	LPP
skin and connective tissue diseases	BAG6
skin and connective tissue diseases	FAM205A
skin and connective tissue diseases	SLC44A4
skin and connective tissue diseases	RERE
skin and connective tissue diseases	ESR1
skin and connective tissue diseases	FLG2
skin and connective tissue diseases	IL13
skin and connective tissue diseases	BTN3A2
skin and connective tissue diseases	BTN1A1
skin and connective tissue diseases	SPATA48
skin and connective tissue diseases	ERAP1
skin and connective tissue diseases	HLA-DRA
skin and connective tissue diseases	HLA-DRB1
skin and connective tissue diseases	REV3L
skin and connective tissue diseases	HLA-DRB5
skin and connective tissue diseases	IL2RA
skin and connective tissue diseases	IL2
skin and connective tissue diseases	TSBP1
skin and connective tissue diseases	C6orf15
skin and connective tissue diseases	ZNF689
skin and connective tissue diseases	KCNH7
skin and connective tissue diseases	RNASET2
skin and connective tissue diseases	MRPS30
skin and connective tissue diseases	POU5F1
skin and connective tissue diseases	SPRED2
skin and connective tissue diseases	CTLA4
skin and connective tissue diseases	PADI4
skin and connective tissue diseases	OLIG3
skin and connective tissue diseases	TNF
skin and connective tissue diseases	IKZF4
skin and connective tissue diseases	CYYR1
skin and connective tissue diseases	AP5B1
skin and connective tissue diseases	FOXL2NB
skin and connective tissue diseases	IER3
skin and connective tissue diseases	POU5F1B
skin and connective tissue diseases	NEDD4
skin and connective tissue diseases	THSD4
skin and connective tissue diseases	LONRF2
skin and connective tissue diseases	PRR23A
skin and connective tissue diseases	TRAF3IP2
skin and connective tissue diseases	RASGRP3
skin and connective tissue diseases	PGBD1
skin and connective tissue diseases	BANK1
skin and connective tissue diseases	FGF10
skin and connective tissue diseases	BTNL2
skin and connective tissue diseases	GNL1
skin and connective tissue diseases	TRIM40
skin and connective tissue diseases	APOM
skin and connective tissue diseases	IKZF1
skin and connective tissue diseases	CCND1
skin and connective tissue diseases	ZSCAN31
skin and connective tissue diseases	OVOL1
skin and connective tissue diseases	UBLCP1
skin and connective tissue diseases	PSORS1C2
skin and connective tissue diseases	SUOX
skin and connective tissue diseases	ZBTB12
skin and connective tissue diseases	HLA-DQB2
skin and connective tissue diseases	SLC4A7
skin and connective tissue diseases	CAST
skin and connective tissue diseases	IRF5
skin and connective tissue diseases	ANKRD55
skin and connective tissue diseases	PRR14
skin and connective tissue diseases	PXK
skin and connective tissue diseases	CHD9
skin and connective tissue diseases	LCE3E
skin and connective tissue diseases	DXO
skin and connective tissue diseases	FLG
skin and connective tissue diseases	C1QTNF6
skin and connective tissue diseases	CD247
skin and connective tissue diseases	FANCA
skin and connective tissue diseases	FGFR2
skin and connective tissue diseases	PSMA6
skin and connective tissue diseases	TRIM33
skin and connective tissue diseases	DDX6
skin and connective tissue diseases	REL
skin and connective tissue diseases	EMSY
skin and connective tissue diseases	CCR6
skin and connective tissue diseases	MCCD1
skin and connective tissue diseases	IL10
skin and connective tissue diseases	IRF4
skin and connective tissue diseases	VARS2
skin and connective tissue diseases	PSORS1C1
skin and connective tissue diseases	BNC2
skin and connective tissue diseases	BTN2A1
skin and connective tissue diseases	KIF3A
skin and connective tissue diseases	AR
skin and connective tissue diseases	NCR3
skin and connective tissue diseases	PHRF1
skin and connective tissue diseases	PBX2
skin and connective tissue diseases	DDR1
skin and connective tissue diseases	IRF8
skin and connective tissue diseases	PHF19
skin and connective tissue diseases	STAT4
skin and connective tissue diseases	ZNF322
skin and connective tissue diseases	TNP1
skin and connective tissue diseases	STAT2
skin and connective tissue diseases	HIP1
skin and connective tissue diseases	BLK
skin and connective tissue diseases	BCL11A
skin and connective tissue diseases	IL23R
skin and connective tissue diseases	CCHCR1
skin and connective tissue diseases	FAM167A
skin and connective tissue diseases	IL12B
skin and connective tissue diseases	IL21
skin and connective tissue diseases	LRRC32
skin and connective tissue diseases	IL12RB2
skin and connective tissue diseases	SPATA2
skin and connective tissue diseases	CFB
skin and connective tissue diseases	ADGRB3
skin and connective tissue diseases	FOXF1
skin and connective tissue diseases	AGPAT1
skin and connective tissue diseases	GPANK1
skin and connective tissue diseases	EDA2R
skin and connective tissue diseases	GZMB
skin and connective tissue diseases	AGER
skin and connective tissue diseases	H2BC15
skin and connective tissue diseases	TERT
skin and connective tissue diseases	H1-5
skin and connective tissue diseases	PRRC2A
skin and connective tissue diseases	DUSP10
skin and connective tissue diseases	MOG
skin and connective tissue diseases	TNPO3
skin and connective tissue diseases	LRRC18
skin and connective tissue diseases	ABCF1
skin and connective tissue diseases	EIF6
skin and connective tissue diseases	RBPJ
skin and connective tissue diseases	AFF3
skin and connective tissue diseases	ENPP2
skin and connective tissue diseases	PTPN22
skin and connective tissue diseases	TOX3
skin and connective tissue diseases	RNF5
skin and connective tissue diseases	ETS1
skin and connective tissue diseases	CCL21
skin and connective tissue diseases	EHMT2
skin and connective tissue diseases	KCP
skin and connective tissue diseases	GPSM3
skin and connective tissue diseases	MICB
skin and connective tissue diseases	ABHD16A
skin and connective tissue diseases	TYK2
skin and connective tissue diseases	PRDM1
skin and connective tissue diseases	CCDC170
skin and connective tissue diseases	TNFAIP3
skin and connective tissue diseases	ITIH5
skin and connective tissue diseases	SLC15A4
skin and connective tissue diseases	TNXB
skin and connective tissue diseases	ANXA6
skin and connective tissue diseases	MUCL3
skin and connective tissue diseases	BABAM1
skin and connective tissue diseases	MC1R
skin and connective tissue diseases	FCGR2A
skin and connective tissue diseases	MSH5
skin and connective tissue diseases	ELF1
skin and connective tissue diseases	MAP3K1
skin and connective tissue diseases	WDFY4
skin and connective tissue diseases	ITGAX
skin and connective tissue diseases	COQ8B
skin and connective tissue diseases	ITGAM
skin and connective tissue diseases	NTRK3
skin and connective tissue diseases	ZMIZ1
skin and connective tissue diseases	ITPKC
skin and connective tissue diseases	TNIP1
skin and connective tissue diseases	HCG22
skin and connective tissue diseases	UBASH3A
skin and connective tissue diseases	RSBN1
skin and connective tissue diseases	LCE3D
skin and connective tissue diseases	TNFSF4
skin and connective tissue diseases	TREH
skin and connective tissue diseases	PFKL
skin and connective tissue diseases	TCF19
skin and connective tissue diseases	CD40
skin and connective tissue diseases	SFMBT2
skin and connective tissue diseases	FAM107A
skin and connective tissue diseases	CSNK2B
skin and connective tissue diseases	HLA-B
skin and connective tissue diseases	HLA-C
skin and connective tissue diseases	TRIM31
skin and connective tissue diseases	C2
skin and connective tissue diseases	PELI2
skin and connective tissue diseases	AIRE
skin and connective tissue diseases	RNF146
skin and connective tissue diseases	TYR
skin and connective tissue diseases	SMIM20
skin and connective tissue diseases	ZNF365
skin and connective tissue diseases	RIMBP3C
skin and connective tissue diseases	NOS2
skin and connective tissue diseases	ADRA1B
skin and connective tissue diseases	MACIR
skin and connective tissue diseases	LSP1
skin and connective tissue diseases	LST1
skin and connective tissue diseases	OR12D3
skin and connective tissue diseases	ADAMTS10
skin and connective tissue diseases	CCN3
skin and connective tissue diseases	ACTL9
skin and connective tissue diseases	SEMA3A
skin and connective tissue diseases	HLA-G
skin and connective tissue diseases	UBE2L3
skin and connective tissue diseases	HLA-DQB1
skin and connective tissue diseases	HLA-DQA2
skin and connective tissue diseases	HLA-DPB1
skin and connective tissue diseases	HLA-DPA1
skin and connective tissue diseases	HLA-DOB
skin and connective tissue diseases	EXOC2
skin and connective tissue diseases	STK19
skin and connective tissue diseases	ZSCAN26
skin and connective tissue diseases	TRIM15
skin and connective tissue diseases	ABT1
skin and connective tissue diseases	NOTCH4
skin and connective tissue diseases	PRORP
skin and connective tissue diseases	TRAF1
skin diseases	PSENEN
skin diseases	NOP10
skin diseases	ALAS2
skin diseases	ALAD
skin diseases	NLRP3
skin diseases	TP63
skin diseases	COL17A1
skin diseases	IL17F
skin diseases	PTPN11
skin diseases	UROD
skin diseases	ITGA6
skin diseases	AP3B1
skin diseases	FBLN5
skin diseases	DSP
skin diseases	SIK1
skin diseases	TYRP1
skin diseases	MELK
skin diseases	TGM1
skin diseases	HPS1
skin diseases	XRCC3
skin diseases	TINF2
skin diseases	LIPN
skin diseases	KRT5
skin diseases	KRT6A
skin diseases	KRT10
skin diseases	UROS
skin diseases	CYP4F22
skin diseases	BRCA2
skin diseases	GJB3
skin diseases	GJB2
skin diseases	KRT81
skin diseases	BRCA1
skin diseases	BRAF
skin diseases	PPARG
skin diseases	TNF
skin diseases	INSR
skin diseases	COL5A2
skin diseases	GPR143
skin diseases	STK11
skin diseases	PORCN
skin diseases	DSG1
skin diseases	IL23R
skin diseases	HPS4
skin diseases	FLG
skin diseases	TRAF3IP2
skin diseases	AGPAT2
skin diseases	STS
skin diseases	GJB6
skin diseases	KRT1
skin diseases	WNT10A
skin diseases	TMC8
skin diseases	PKP1
skin diseases	ATP7A
skin diseases	KRT75
skin diseases	MPLKIP
skin diseases	DSG4
skin diseases	CHEK2
skin diseases	PPOX
skin diseases	HMBS
skin diseases	TBX4
skin diseases	ERCC2
skin diseases	ABCA12
skin diseases	MITF
skin diseases	WRAP53
skin diseases	PALB2
skin diseases	LTA
skin diseases	ARHGAP31
skin diseases	BLOC1S6
skin diseases	ABCC6
skin diseases	CHST14
skin diseases	ERCC5
skin diseases	ERCC4
skin diseases	ERCC3
skin diseases	EDARADD
skin diseases	B4GALT7
skin diseases	CARD9
skin diseases	IKBKG
skin diseases	KIT
skin diseases	GJB4
skin diseases	PLEC
skin diseases	KRT2
skin diseases	CLEC7A
skin diseases	HR
skin diseases	ALOX12B
skin diseases	LAMC2
skin diseases	ATP6V0A2
skin diseases	SPINK5
skin diseases	HPS6
skin diseases	CAVIN1
skin diseases	STAT1
skin diseases	MLH1
skin diseases	NCSTN
skin diseases	FGFR3
skin diseases	F12
skin diseases	RAD51C
skin diseases	IL12B
skin diseases	SART3
skin diseases	CTSC
skin diseases	TWIST2
skin diseases	OCA2
skin diseases	PSEN1
skin diseases	FBLN1
skin diseases	MSH2
skin diseases	KRT74
skin diseases	LIPH
skin diseases	TERT
skin diseases	CPOX
skin diseases	CYP19A1
skin diseases	CAV1
skin diseases	KRT9
skin diseases	ITGB4
skin diseases	KRT6B
skin diseases	DKC1
skin diseases	RECQL4
skin diseases	HPS3
skin diseases	KRT86
skin diseases	GTF2H5
skin diseases	APCDD1
skin diseases	EDAR
skin diseases	BSCL2
skin diseases	ADAMTS2
skin diseases	TYR
skin diseases	KRT17
skin diseases	EFEMP2
skin diseases	RAD51D
skin diseases	LMNB2
skin diseases	LPAR6
skin diseases	HFE
skin diseases	ACVR1B
skin diseases	ALDH3A2
skin diseases	HPS5
skin diseases	PLIN1
skin diseases	POLH
skin diseases	MICA
skin diseases	ATP2C1
skin diseases	KRT83
skin diseases	NECTIN1
skin diseases	NHP2
skin diseases	DTNBP1
skin diseases	NLRP1
skin diseases	ITPKC
skin diseases	KRT16
skin diseases	EVC2
skin diseases	NBN
skin diseases	COL5A1
skin diseases	KRT14
skin diseases	KRT13
skin diseases	LAMA3
skin diseases	PIK3CA
skin diseases	TMC6
skin diseases	ALOXE3
skin diseases	EDA
skin diseases	RAD51
skin diseases	CGNL1
skin diseases	PLOD1
skin diseases	LMNA
skin diseases	RNF146
skin diseases	BRIP1
skin diseases	SLC45A2
skin diseases	MVK
skin diseases	IL17RA
skin diseases	COL7A1
skin diseases	BLOC1S3
skin diseases	COL1A2
skin diseases	LAMB3
skin diseases	AKT1
skin diseases	AKT2
skin diseases	KITLG
skin diseases	COL1A1
skin diseases	ATP2A2
skin diseases	SERPING1
skin diseases	NFKBIA
skin diseases	EVC
skin diseases	DDB2
skin diseases	CDSN
skin diseases	COL3A1
skin diseases	PYCR1
skin diseases	LMX1B
skin diseases	FECH
skin diseases	NLRP12
skin diseases	LOX
skin diseases	LORICRIN
skin diseases	XPA
skin diseases	ELN
skin diseases	RAF1
skin diseases	XPC
skin diseases	SLURP1
skin diseases	TNFAIP3
skin diseases	LPP
skin diseases	SLC44A4
skin diseases	ESR1
skin diseases	FLG2
skin diseases	IL13
skin diseases	MCCD1
skin diseases	HLA-DRA
skin diseases	HLA-DRB1
skin diseases	REV3L
skin diseases	HLA-DRB5
skin diseases	IL2RA
skin diseases	IL2
skin diseases	TSBP1
skin diseases	C6orf15
skin diseases	MUC21
skin diseases	KCNH7
skin diseases	RNASET2
skin diseases	MRPS30
skin diseases	POU5F1
skin diseases	CTLA4
skin diseases	HLA-E
skin diseases	TNF
skin diseases	IKZF4
skin diseases	CYYR1
skin diseases	AP5B1
skin diseases	IER3
skin diseases	IL23R
skin diseases	THSD4
skin diseases	PSORS1C2
skin diseases	TRAF3IP2
skin diseases	FGF10
skin diseases	BTNL2
skin diseases	GNL1
skin diseases	TRIM40
skin diseases	CCND1
skin diseases	OVOL1
skin diseases	UBLCP1
skin diseases	FLG
skin diseases	SUOX
skin diseases	ZBTB12
skin diseases	SLC4A7
skin diseases	CAST
skin diseases	IRF5
skin diseases	CHD9
skin diseases	LCE3E
skin diseases	ERAP1
skin diseases	C1QTNF6
skin diseases	CD247
skin diseases	FANCA
skin diseases	FGFR2
skin diseases	PSMA6
skin diseases	TRIM33
skin diseases	REL
skin diseases	ANXA6
skin diseases	IL10
skin diseases	IRF4
skin diseases	PSORS1C1
skin diseases	BNC2
skin diseases	KIF3A
skin diseases	AR
skin diseases	PBX2
skin diseases	DDR1
skin diseases	IRF8
skin diseases	TNP1
skin diseases	STAT2
skin diseases	FBXL19
skin diseases	BCL11A
skin diseases	CCHCR1
skin diseases	IL12B
skin diseases	IL21
skin diseases	LRRC32
skin diseases	IL12RB2
skin diseases	SPATA2
skin diseases	ADGRB3
skin diseases	FOXF1
skin diseases	AGPAT1
skin diseases	EDA2R
skin diseases	GZMB
skin diseases	AGER
skin diseases	TERT
skin diseases	MOG
skin diseases	TNPO3
skin diseases	EIF6
skin diseases	ENPP2
skin diseases	TOX3
skin diseases	RNF5
skin diseases	TNIP1
skin diseases	UBASH3A
skin diseases	GPSM3
skin diseases	MICB
skin diseases	ABHD16A
skin diseases	TYK2
skin diseases	TYR
skin diseases	CCDC170
skin diseases	TNXB
skin diseases	MUCL3
skin diseases	BABAM1
skin diseases	EMSY
skin diseases	FCGR2A
skin diseases	MAP3K1
skin diseases	COQ8B
skin diseases	NTRK3
skin diseases	STAT4
skin diseases	ZMIZ1
skin diseases	ITPKC
skin diseases	HCG22
skin diseases	LCE3D
skin diseases	TCF19
skin diseases	RERE
skin diseases	HLA-B
skin diseases	HLA-C
skin diseases	TRIM31
skin diseases	C2
skin diseases	PELI2
skin diseases	RNF146
skin diseases	ZNF365
skin diseases	NOS2
skin diseases	ADRA1B
skin diseases	LSP1
skin diseases	LST1
skin diseases	ADAMTS10
skin diseases	ACTL9
skin diseases	SEMA3A
skin diseases	HLA-G
skin diseases	MC1R
skin diseases	HLA-DQB1
skin diseases	HLA-DQA2
skin diseases	HLA-DPB1
skin diseases	HLA-DPA1
skin diseases	HLA-DOB
skin diseases	EXOC2
skin diseases	POU5F1B
skin diseases	TRIM15
skin diseases	CCN3
skin diseases	NOTCH4
skin diseases	PRORP
skin diseases, genetic	NOP10
skin diseases, genetic	ALAS2
skin diseases, genetic	ALAD
skin diseases, genetic	NLRP3
skin diseases, genetic	TP63
skin diseases, genetic	COL17A1
skin diseases, genetic	UROD
skin diseases, genetic	ITGA6
skin diseases, genetic	AP3B1
skin diseases, genetic	FBLN5
skin diseases, genetic	DSP
skin diseases, genetic	TYRP1
skin diseases, genetic	TGM1
skin diseases, genetic	HPS1
skin diseases, genetic	CPOX
skin diseases, genetic	TINF2
skin diseases, genetic	LIPN
skin diseases, genetic	KRT5
skin diseases, genetic	KRT6A
skin diseases, genetic	KRT10
skin diseases, genetic	UROS
skin diseases, genetic	CYP4F22
skin diseases, genetic	GJB3
skin diseases, genetic	GJB2
skin diseases, genetic	COL5A2
skin diseases, genetic	EDARADD
skin diseases, genetic	DSG1
skin diseases, genetic	HPS4
skin diseases, genetic	FLG
skin diseases, genetic	ERCC2
skin diseases, genetic	STS
skin diseases, genetic	KRT2
skin diseases, genetic	KRT1
skin diseases, genetic	WNT10A
skin diseases, genetic	MPLKIP
skin diseases, genetic	PPOX
skin diseases, genetic	HMBS
skin diseases, genetic	ABCA12
skin diseases, genetic	MITF
skin diseases, genetic	WRAP53
skin diseases, genetic	PKP1
skin diseases, genetic	ARHGAP31
skin diseases, genetic	BLOC1S6
skin diseases, genetic	ABCC6
skin diseases, genetic	ERCC5
skin diseases, genetic	ERCC4
skin diseases, genetic	ERCC3
skin diseases, genetic	PORCN
skin diseases, genetic	B4GALT7
skin diseases, genetic	IKBKG
skin diseases, genetic	KIT
skin diseases, genetic	GJB4
skin diseases, genetic	GJB6
skin diseases, genetic	ALOX12B
skin diseases, genetic	COL1A1
skin diseases, genetic	ATP6V0A2
skin diseases, genetic	SPINK5
skin diseases, genetic	HPS6
skin diseases, genetic	MLH1
skin diseases, genetic	SART3
skin diseases, genetic	CTSC
skin diseases, genetic	TWIST2
skin diseases, genetic	ATP2A2
skin diseases, genetic	OCA2
skin diseases, genetic	MSH2
skin diseases, genetic	PLEC
skin diseases, genetic	TERT
skin diseases, genetic	KRT9
skin diseases, genetic	ITGB4
skin diseases, genetic	KRT6B
skin diseases, genetic	DKC1
skin diseases, genetic	RECQL4
skin diseases, genetic	HPS3
skin diseases, genetic	KRT86
skin diseases, genetic	GTF2H5
skin diseases, genetic	EDAR
skin diseases, genetic	ADAMTS2
skin diseases, genetic	TYR
skin diseases, genetic	KRT17
skin diseases, genetic	EFEMP2
skin diseases, genetic	HFE
skin diseases, genetic	ALDH3A2
skin diseases, genetic	HPS5
skin diseases, genetic	KRT81
skin diseases, genetic	POLH
skin diseases, genetic	GPR143
skin diseases, genetic	PEPD
skin diseases, genetic	ATP2C1
skin diseases, genetic	KRT83
skin diseases, genetic	NECTIN1
skin diseases, genetic	NHP2
skin diseases, genetic	DTNBP1
skin diseases, genetic	KRT16
skin diseases, genetic	EVC2
skin diseases, genetic	FECH
skin diseases, genetic	KRT14
skin diseases, genetic	KRT13
skin diseases, genetic	LAMA3
skin diseases, genetic	ALOXE3
skin diseases, genetic	EDA
skin diseases, genetic	ECM1
skin diseases, genetic	PLOD1
skin diseases, genetic	SLC45A2
skin diseases, genetic	MVK
skin diseases, genetic	COL7A1
skin diseases, genetic	BLOC1S3
skin diseases, genetic	COL1A2
skin diseases, genetic	LAMB3
skin diseases, genetic	CHST14
skin diseases, genetic	LAMC2
skin diseases, genetic	ANTXR2
skin diseases, genetic	NFKBIA
skin diseases, genetic	EVC
skin diseases, genetic	DDB2
skin diseases, genetic	COL3A1
skin diseases, genetic	PYCR1
skin diseases, genetic	COL5A1
skin diseases, genetic	NLRP12
skin diseases, genetic	LOX
skin diseases, genetic	LORICRIN
skin diseases, genetic	XPA
skin diseases, genetic	ELN
skin diseases, genetic	XPC
skin diseases, genetic	SLURP1
skin diseases, genetic	LRRC32
skin diseases, genetic	EMSY
skin diseases, genetic	OVOL1
skin diseases, genetic	FLG
skin diseases, genetic	ADAMTS10
skin diseases, genetic	KIF3A
skin diseases, genetic	FLG2
skin diseases, genetic	ACTL9
skin diseases, genetic	AP5B1
skin diseases, papulosquamous	IL12B
skin diseases, papulosquamous	MICA
skin diseases, papulosquamous	IL23R
skin diseases, papulosquamous	LTA
skin diseases, papulosquamous	TRAF3IP2
skin diseases, papulosquamous	TNF
skin diseases, papulosquamous	IL12B
skin diseases, papulosquamous	TYK2
skin diseases, papulosquamous	HLA-C
skin diseases, papulosquamous	IL13
skin diseases, papulosquamous	HCG22
skin diseases, papulosquamous	UBLCP1
skin diseases, papulosquamous	LCE3D
skin diseases, papulosquamous	ZBTB12
skin diseases, papulosquamous	AGPAT1
skin diseases, papulosquamous	MUC21
skin diseases, papulosquamous	AGER
skin diseases, papulosquamous	TCF19
skin diseases, papulosquamous	GPSM3
skin diseases, papulosquamous	FBXL19
skin diseases, papulosquamous	CAST
skin diseases, papulosquamous	DDR1
skin diseases, papulosquamous	TSBP1
skin diseases, papulosquamous	HLA-DRA
skin diseases, papulosquamous	REV3L
skin diseases, papulosquamous	LCE3E
skin diseases, papulosquamous	HLA-DRB5
skin diseases, papulosquamous	TRIM31
skin diseases, papulosquamous	ANXA6
skin diseases, papulosquamous	ERAP1
skin diseases, papulosquamous	MUCL3
skin diseases, papulosquamous	MCCD1
skin diseases, papulosquamous	C2
skin diseases, papulosquamous	C6orf15
skin diseases, papulosquamous	RNF5
skin diseases, papulosquamous	REL
skin diseases, papulosquamous	NOS2
skin diseases, papulosquamous	TNIP1
skin diseases, papulosquamous	ADRA1B
skin diseases, papulosquamous	ABHD16A
skin diseases, papulosquamous	HLA-B
skin diseases, papulosquamous	KCNH7
skin diseases, papulosquamous	PSORS1C1
skin diseases, papulosquamous	PRORP
skin diseases, papulosquamous	SPATA2
skin diseases, papulosquamous	LST1
skin diseases, papulosquamous	HLA-E
skin diseases, papulosquamous	TNXB
skin diseases, papulosquamous	TNF
skin diseases, papulosquamous	TNFAIP3
skin diseases, papulosquamous	IER3
skin diseases, papulosquamous	PBX2
skin diseases, papulosquamous	IL23R
skin diseases, papulosquamous	HLA-DQB1
skin diseases, papulosquamous	HLA-DQA2
skin diseases, papulosquamous	TRIM15
skin diseases, papulosquamous	PSORS1C2
skin diseases, papulosquamous	HLA-DOB
skin diseases, papulosquamous	STAT2
skin diseases, papulosquamous	TRAF3IP2
skin diseases, papulosquamous	PSMA6
skin diseases, papulosquamous	NOTCH4
skin diseases, papulosquamous	BTNL2
skin diseases, papulosquamous	CCHCR1
skin diseases, papulosquamous	GNL1
skin diseases, papulosquamous	TRIM40
skin diseases, vascular	SERPING1
skin diseases, vascular	F12
skin diseases, vascular	ITPKC
skin diseases, vascular	HCG22
skin diseases, vascular	MOG
skin diseases, vascular	IL12RB2
skin diseases, vascular	HLA-B
skin diseases, vascular	HLA-C
skin diseases, vascular	C6orf15
skin diseases, vascular	IL10
skin diseases, vascular	IER3
skin diseases, vascular	PSORS1C1
skin diseases, vascular	HLA-G
skin diseases, vascular	FCGR2A
skin diseases, vascular	DDR1
skin diseases, vascular	IL23R
skin diseases, vascular	PSORS1C2
skin diseases, vascular	COQ8B
skin diseases, vascular	CCHCR1
skin diseases, vascular	ITPKC
sleep disorders	PER2
sleep disorders	AANAT
sleep disorders	BTBD9
sleep disorders	GABRB3
sleep disorders	PRNP
sleep disorders	HCRT
sleep disorders	GDNF
sleep disorders	CSNK1D
sleep disorders	BDNF
sleep disorders	MEIS1
sleep disorders	PHOX2B
sleep disorders	MOG
sleep disorders	MEIS1
sleep disorders	BTBD9
sleep disorders	HLA-DQB1
sleep disorders	HLA-DQA2
sleep disorders	CHD9
sleep disorders	ETAA1
sleep disorders	C1D
sleep disorders	MAP2K5
sleep disorders	TOX3
sleep disorders	PTPRD
spastic paraplegia, hereditary	REEP1
