side_effect	protein	ADJ_pvalue
Female sexual dysfunction	SLC6A4	6.45075015832939e-05
Flat affect	SLC6A4	0.000327810327255309
Flushing	SLC6A4	0.0545261908487257
Food poisoning	SLC6A4	0.184495629887554
Fracture	SLC6A4	0.0867717197867376
Functional gastrointestinal disorder	SLC6A4	0.0282310521871025
Furuncle	SLC6A4	0.165427101477263
Gait disturbance	SLC6A4	0.00702529582213397
Galactorrhoea	SLC6A4	6.97075232949289e-11
Gastritis	SLC6A4	0.124110963071761
Gastroenteritis	SLC6A4	0.0418514976925108
Gastrointestinal infection	SLC6A4	0.184495629887554
Gastrooesophageal reflux disease	SLC6A4	0.135657578324558
Genital pain	SLC6A4	0.0438509467444944
Gingival bleeding	SLC6A4	0.111400181404435
Gingivitis	SLC6A4	0.00761892551734539
Glaucoma	SLC6A4	4.32584304727142e-05
Glossitis	SLC6A4	0.00849679721772771
Glucose tolerance impaired	SLC6A4	0.198256123930009
Goitre	SLC6A4	0.00114021123244412
Gout	SLC6A4	0.0652352742180824
Grand mal convulsion	SLC6A4	0.00579605729105835
Gravitational oedema	SLC6A4	0.0748043971737206
Gynaecomastia	SLC6A4	4.16981751524975e-05
Haematochezia	SLC6A4	0.181558016669753
Haemorrhagic disorder	SLC6A4	8.8082239265679e-06
Haemorrhoids	SLC6A4	0.0128224098552711
Hallucination	SLC6A4	1.33139298386802e-07
Hallucination, auditory	SLC6A4	0.0443298421679196
Hallucination, visual	SLC6A4	0.0343875577320623
Head discomfort	SLC6A4	0.0279994185729613
Headache	SLC6A4	0.150933532515277
Hepatic necrosis	SLC6A4	0.0790155208868868
Hepatitis	SLC6A4	0.00560385037425759
Hepatitis fulminant	SLC6A4	0.198256123930009
Hernia	SLC6A4	0.00662600082101952
Hiccups	SLC6A4	0.0612526886490515
Homicidal ideation	SLC6A4	0.0011863129770452
Hostility	SLC6A4	1.25421825356092e-05
Hot flush	SLC6A4	0.0350032115553532
Hyperacusis	SLC6A4	0.00662600082101952
Hyperaesthesia	SLC6A4	0.0700627567021714
Hyperchlorhydria	SLC6A4	0.184495629887554
Hypercholesterolaemia	SLC6A4	0.00350301866280363
Hyperhidrosis	SLC6A4	0.126668927067008
Hyperkinesia	SLC6A4	0.00296352433783614
Hyperlipidaemia	SLC6A4	0.112276634385821
Hyperprolactinaemia	SLC6A4	0.00265287799588098
Hyperreflexia	SLC6A4	0.0078236112417005
Hypersomnia	SLC6A4	0.014171862890248
Hypertension	SLC6A4	0.000225775153983845
Hypertensive crisis	SLC6A4	0.137648128514324
Hyperthyroidism	SLC6A4	0.0290079750237607
Hypertonia	SLC6A4	0.0535468079088424
Hypertrichosis	SLC6A4	0.189378687496603
Hyperventilation	SLC6A4	0.0341318053495926
Hypoaesthesia	SLC6A4	1.77843597282311e-05
Hypoglycaemia	SLC6A4	0.10102312593377
Hypohidrosis	SLC6A4	0.0260704466883368
Hypokinesia	SLC6A4	0.0212935085432908
Hypomania	SLC6A4	2.41390872748415e-15
Hyponatraemia	SLC6A4	0.0309205494459448
Hypotension	SLC6A4	0.161017756654212
Hypothyroidism	SLC6A4	0.00324405632762357
Idiopathic thrombocytopenic purpura	SLC6A4	0.0189342660294126
Ileus paralytic	SLC6A4	3.5469939550312e-05
Ill-defined disorder	SLC6A4	0.12385895852922
Illusion	SLC6A4	0.198256123930009
Inappropriate antidiuretic hormone secretion	SLC6A4	1.25038646915658e-07
Increased appetite	SLC6A4	0.00415293523077698
Increased bronchial secretion	SLC6A4	0.137648128514324
Initial insomnia	SLC6A4	0.00760012984878993
Insomnia	SLC6A4	0.000573140115037801
Intentional self-injury	SLC6A4	0.0279994185729613
Intestinal obstruction	SLC6A4	0.155623219608936
Intraocular pressure increased	SLC6A4	0.00706167884469222
Iron deficiency anaemia	SLC6A4	0.17391514475418
Irritability	SLC6A4	0.00719225417674995
Irritable bowel syndrome	SLC6A4	0.0229032055750697
Jaundice	SLC6A4	0.00600894628586559
Joint dislocation	SLC6A4	0.0615254039002828
Joint injury	SLC6A4	0.184495629887554
Keratitis	SLC6A4	0.0628380177067843
Laceration	SLC6A4	0.198256123930009
Lacrimal disorder	SLC6A4	0.0290079750237607
Large intestine polyp	SLC6A4	0.184495629887554
Laryngitis	SLC6A4	0.000229893110595738
Lethargy	SLC6A4	0.104713709186733
Leukopenia	SLC6A4	0.136889757484264
Libido decreased	SLC6A4	1.81171640246994e-09
Libido disorder	SLC6A4	0.125134962940402
Libido increased	SLC6A4	0.000233922276429593
Lichenoid keratosis	SLC6A4	0.198256123930009
Ligament sprain	SLC6A4	0.0282310521871025
Lip dry	SLC6A4	0.0817346133059322
Liver function test abnormal	SLC6A4	0.0457762288800039
Local swelling	SLC6A4	0.0483400211858877
Loss of consciousness	SLC6A4	0.00359495023451036
Loss of libido	SLC6A4	0.0566104324296781
Lymphadenitis	SLC6A4	4.09570054444715e-06
Lymphadenopathy	SLC6A4	0.0298849209923816
Lymphocytosis	SLC6A4	0.0244826693531194
Major depression	SLC6A4	0.000536976289229969
Malaise	SLC6A4	0.179200999442229
Malnutrition	SLC6A4	0.183196615117319
Mania	SLC6A4	3.3497190999632e-07
Mastitis	SLC6A4	0.0652352742180824
Memory impairment	SLC6A4	0.0406169243470556
Meniere's disease	SLC6A4	0.184495629887554
Menopausal symptoms	SLC6A4	0.0416135543170754
Menorrhagia	SLC6A4	0.0911358380584206
Menstrual disorder	SLC6A4	0.0128224098552711
Menstruation irregular	SLC6A4	0.0447273504132398
Mental disability	SLC6A4	0.0001890651388687
Mental status changes	SLC6A4	0.0345544048450721
Metrorrhagia	SLC6A4	0.0803798594726794
Micturition disorder	SLC6A4	0.00824884906217444
Micturition urgency	SLC6A4	0.000573331610387439
Middle insomnia	SLC6A4	0.0260704466883368
Migraine	SLC6A4	0.0134415895124164
Mood swings	SLC6A4	0.00652511269226391
Motion sickness	SLC6A4	0.0189342660294126
Mouth ulceration	SLC6A4	0.106174737812447
Movement disorder	SLC6A4	0.0118993510109734
Multiple fractures	SLC6A4	0.0867717197867376
Muscle contractions involuntary	SLC6A4	0.0328320332269929
Muscle relaxant therapy	SLC6A4	0.199048686962091
Muscle rigidity	SLC6A4	0.187652750646371
Muscle tightness	SLC6A4	0.00399537152583287
Muscle twitching	SLC6A4	8.80571701249659e-05
Musculoskeletal stiffness	SLC6A4	0.035668797564627
Mydriasis	SLC6A4	8.31738437341765e-12
Myocardial infarction	SLC6A4	4.32584304727142e-05
Myoclonus	SLC6A4	1.25421825356092e-05
Myopathy	SLC6A4	0.0633454219802829
Nasal polyps	SLC6A4	0.125134962940402
Neck pain	SLC6A4	0.0385910056158646
Nephrolithiasis	SLC6A4	0.0700627567021714
Nervousness	SLC6A4	0.00294393501765848
Neuralgia	SLC6A4	0.0605575617574614
Neuroleptic malignant syndrome	SLC6A4	7.26104545197423e-10
Neuropathy peripheral	SLC6A4	0.114167041963553
Neurosis	SLC6A4	0.00787503821495725
Night blindness	SLC6A4	0.0183097303739693
Night sweats	SLC6A4	0.0755030776512978
Nightmare	SLC6A4	2.82320247750699e-07
Nocturia	SLC6A4	0.00585555901656412
Nuchal rigidity	SLC6A4	0.13190287441497
Obesity	SLC6A4	0.0183097303739693
Obsessive thoughts	SLC6A4	0.184495629887554
Obsessive-compulsive disorder	SLC6A4	0.0189342660294126
Oculogyric crisis	SLC6A4	0.140781368944539
Oedema	SLC6A4	0.00996961645246868
Oesophageal achalasia	SLC6A4	0.184495629887554
Oesophagitis	SLC6A4	0.127266837400978
Oliguria	SLC6A4	0.0357834241212478
Onychomycosis	SLC6A4	0.198256123930009
Orchitis noninfective	SLC6A4	0.0615254039002828
Orgasm abnormal	SLC6A4	2.757112237342e-08
Oropharyngeal discomfort	SLC6A4	0.199048686962091
Orthostatic hypotension	SLC6A4	0.000494259507358515
Osteoarthritis	SLC6A4	0.0519722564605752
Osteoporosis	SLC6A4	0.153677505168606
Otitis externa	SLC6A4	0.0244826693531194
Otitis media	SLC6A4	0.0142721502874215
Ovarian cyst	SLC6A4	0.00907636797345672
Pallor	SLC6A4	0.048479778662254
Palpitations	SLC6A4	6.87254120944578e-07
Pancytopenia	SLC6A4	0.198182200439982
Panic attack	SLC6A4	0.000719822404121601
Panic reaction	SLC6A4	0.000127325020194144
Paraesthesia	SLC6A4	0.00298703995901915
Paraesthesia oral	SLC6A4	0.103969024392199
Paranoia	SLC6A4	0.000229893110595738
Parkinson's disease	SLC6A4	0.125134962940402
Parkinsonism	SLC6A4	0.0416116774153712
Parosmia	SLC6A4	0.165616084462449
Parotid gland enlargement	SLC6A4	3.74785646910009e-06
Pelvic pain	SLC6A4	0.011644803026786
Penis disorder	SLC6A4	0.17391514475418
Peripheral coldness	SLC6A4	0.00160680304773693
Peripheral vascular disorder	SLC6A4	0.181558016669753
Petechiae	SLC6A4	0.0142721502874215
Phobia	SLC6A4	0.184495629887554
Photophobia	SLC6A4	0.13297176936729
Photopsia	SLC6A4	0.17270055166094
Photosensitivity reaction	SLC6A4	0.0143867187846233
Piloerection	SLC6A4	0.184495629887554
Pollakiuria	SLC6A4	2.90239702390844e-06
Polyuria	SLC6A4	0.031797802600174
Poor quality sleep	SLC6A4	0.184495629887554
Premature ejaculation	SLC6A4	0.0279994185729613
Premenstrual syndrome	SLC6A4	0.0443298421679196
Presyncope	SLC6A4	0.0483400211858877
Priapism	SLC6A4	0.011644803026786
Proctocolitis	SLC6A4	0.198256123930009
Prostatic disorder	SLC6A4	0.0387229077762043
Prostatitis	SLC6A4	0.00345464364562633
Prothrombin time shortened	SLC6A4	0.184495629887554
Psoriasis	SLC6A4	0.0132856350855113
Psychomotor retardation	SLC6A4	0.00760012984878993
Psychotic disorder	SLC6A4	1.66251109028281e-08
Pulmonary hypertension	SLC6A4	0.0943665281737221
Purpura	SLC6A4	0.00131054942839826
Pyelonephritis	SLC6A4	0.0566104324296781
Rash	SLC6A4	0.171783183343533
Rash pustular	SLC6A4	0.0158371497166431
Rectal haemorrhage	SLC6A4	0.198760875017367
Renal pain	SLC6A4	0.037179020171982
Restless legs syndrome	SLC6A4	0.00431237317272921
Retinal detachment	SLC6A4	0.122374209217129
Rhabdomyolysis	SLC6A4	0.0419101525647608
Rheumatoid arthritis	SLC6A4	0.0034166996471933
Rhinitis seasonal	SLC6A4	0.17391514475418
Salivary gland enlargement	SLC6A4	0.107410309948727
Salivary hypersecretion	SLC6A4	0.0279736557657803
Salpingitis	SLC6A4	0.00797136473075499
Schizophreniform disorder	SLC6A4	0.0438509467444944
Scotoma	SLC6A4	0.15111624811671
Seasonal allergy	SLC6A4	0.125134962940402
Seborrhoeic dermatitis	SLC6A4	0.165616084462449
Self-injurious ideation	SLC6A4	4.65805385437887e-06
Sensation of heaviness	SLC6A4	0.0260704466883368
Sensory loss	SLC6A4	0.0372912021646111
Serotonin syndrome	SLC6A4	9.46769341277224e-14
Sexual dysfunction	SLC6A4	4.18159349286351e-05
Shock	SLC6A4	0.0311496034035534
Sinus congestion	SLC6A4	0.128478299028257
Sinus headache	SLC6A4	0.107410309948727
Sinus tachycardia	SLC6A4	0.0328320332269929
Skin hypertrophy	SLC6A4	0.140781368944539
Skin irritation	SLC6A4	0.107410309948727
Skin odour abnormal	SLC6A4	0.0206073717887847
Sleep apnoea syndrome	SLC6A4	0.0260704466883368
Sleep disorder	SLC6A4	0.0504722932291374
Sleep talking	SLC6A4	0.0438509467444944
Sluggishness	SLC6A4	0.0260704466883368
Somnolence	SLC6A4	0.00208482854004714
Speech disorder	SLC6A4	0.0385910056158646
Sputum increased	SLC6A4	0.107410309948727
Stomatitis	SLC6A4	0.0167774405655662
Stupor	SLC6A4	0.0212935085432908
Sudden death	SLC6A4	0.00356751256454261
Suicidal behaviour	SLC6A4	0.0343875577320623
Suicidal ideation	SLC6A4	6.34979311166074e-10
Suicide attempt	SLC6A4	3.29933380667265e-05
Sunburn	SLC6A4	0.125134962940402
Supraventricular extrasystoles	SLC6A4	0.128478299028257
Supraventricular tachycardia	SLC6A4	0.11973530465959
Syncope	SLC6A4	0.00234865210202659
Tachycardia	SLC6A4	7.38315208739015e-08
Tardive dyskinesia	SLC6A4	0.0014147488138656
Tearfulness	SLC6A4	0.0615254039002828
Tendinous contracture	SLC6A4	0.184495629887554
Tenosynovitis	SLC6A4	0.000565786966273622
Tension	SLC6A4	0.000186958842150424
Tension headache	SLC6A4	0.0260704466883368
Terminal insomnia	SLC6A4	0.0189342660294126
Testicular pain	SLC6A4	0.000130665559897805
Testicular swelling	SLC6A4	4.17460135479761e-09
Tetany	SLC6A4	0.17270055166094
Thinking abnormal	SLC6A4	0.00218720974159977
Thirst	SLC6A4	0.00365829284602402
Throat tightness	SLC6A4	0.0945866618114089
Thrombocytopenia	SLC6A4	0.0889510996524156
Thyroiditis	SLC6A4	0.0443298421679196
Tinnitus	SLC6A4	0.00253419240569791
Tongue discolouration	SLC6A4	1.51289148563085e-08
Tongue disorder	SLC6A4	0.00849679721772771
Tongue oedema	SLC6A4	0.0148897644851887
Tongue ulceration	SLC6A4	0.198256123930009
Tooth abscess	SLC6A4	0.11687107524361
Tooth disorder	SLC6A4	0.0581366620129516
Toothache	SLC6A4	0.142749644965316
Torsade de pointes	SLC6A4	3.58200588714226e-05
Torticollis	SLC6A4	0.00312063116635858
Tourette's disorder	SLC6A4	0.00434233427915639
Tremor	SLC6A4	1.05219401678448e-07
Trismus	SLC6A4	0.0141766274196297
Tympanic membrane perforation	SLC6A4	0.184495629887554
Unintended pregnancy	SLC6A4	0.0443298421679196
Urinary hesitation	SLC6A4	0.000132687492581248
Urinary incontinence	SLC6A4	0.0298849209923816
Urinary retention	SLC6A4	1.09782302274442e-08
Urine flow decreased	SLC6A4	0.0438509467444944
Urine output increased	SLC6A4	0.082201066461676
Urticaria	SLC6A4	0.0193100192659841
Uterine leiomyoma	SLC6A4	0.0798966391772712
Uterine spasm	SLC6A4	0.00199684098262038
Vaginal discharge	SLC6A4	0.0255682321385136
Vaginal haemorrhage	SLC6A4	0.135657578324558
Vaginal inflammation	SLC6A4	0.198760875017367
Varicose vein	SLC6A4	0.00458332563759189
Vascular headache	SLC6A4	0.0279994185729613
Vascular purpura	SLC6A4	0.0035782662040724
Ventricular extrasystoles	SLC6A4	0.0560083831676547
Ventricular tachycardia	SLC6A4	0.00939387497830535
Vertigo	SLC6A4	0.172552385338631
VIIth nerve paralysis	SLC6A4	0.0867717197867376
Viral diarrhoea	SLC6A4	0.17391514475418
Vision blurred	SLC6A4	0.000204810036976503
Vulvovaginal dryness	SLC6A4	0.107410309948727
Weight decreased	SLC6A4	0.000901952841937111
Weight increased	SLC6A4	6.2656633500175e-06
Withdrawal syndrome	SLC6A4	4.3565312798904e-05
Yawning	SLC6A4	2.70338838891853e-07
Abnormal faeces	SLC7A5	0.105047027740966
Affect lability	SLC7A5	0.132914530840299
Alcohol intolerance	SLC7A5	0.175851541226101
Basedow's disease	SLC7A5	0.0457321328023117
Benign intracranial hypertension	SLC7A5	0.0387229077762043
Blood creatine phosphokinase increased	SLC7A5	0.0891046417698902
Breast cancer	SLC7A5	0.151721523898434
Breast pain	SLC7A5	0.197701472738708
Cardiac arrest	SLC7A5	0.0269986423973353
Cardiac failure	SLC7A5	0.149369189366698
Cardiac failure congestive	SLC7A5	0.0869891558312472
Central nervous system neoplasm	SLC7A5	0.0253936337811326
Cerebellar syndrome	SLC7A5	0.0525639629563291
Cerebral artery embolism	SLC7A5	0.0193100192659841
Choking	SLC7A5	0.0457321328023117
Dehydration	SLC7A5	0.0464166806186262
Disorientation	SLC7A5	0.0631586074045347
Epididymitis	SLC7A5	0.143784250171396
Feeling drunk	SLC7A5	0.0599484242378723
Fungal skin infection	SLC7A5	0.198668684530033
Hair disorder	SLC7A5	0.0525639629563291
Hangover	SLC7A5	0.105047027740966
Hemiplegia	SLC7A5	0.151721523898434
Hyperkinesia	SLC7A5	0.0909338420118927
Hyperthyroidism	SLC7A5	0.00474401894679845
Hypoglycaemia	SLC7A5	0.0846187566543317
Hypoventilation	SLC7A5	0.128324707804536
Impaired healing	SLC7A5	0.175851541226101
Incontinence	SLC7A5	0.198668684530033
Increased appetite	SLC7A5	0.166763516590161
Infertility	SLC7A5	0.00682514159424812
Intestinal ulcer	SLC7A5	0.0193100192659841
Iritis	SLC7A5	0.175851541226101
Irritability	SLC7A5	0.113433827100755
Joint swelling	SLC7A5	0.191421659674581
Laryngitis	SLC7A5	0.124836391103791
Local swelling	SLC7A5	0.128324707804536
Lymphocytosis	SLC7A5	0.160342603683722
Lymphoma	SLC7A5	0.191421659674581
Melanosis	SLC7A5	0.0387229077762043
Miosis	SLC7A5	0.191421659674581
Mood swings	SLC7A5	0.143784250171396
Movement disorder	SLC7A5	0.191421659674581
Mucous membrane disorder	SLC7A5	0.0599484242378723
Muscle atrophy	SLC7A5	0.0824247154484813
Musculoskeletal discomfort	SLC7A5	0.167763704721118
Nail disorder	SLC7A5	0.113433827100755
Nephrolithiasis	SLC7A5	0.151721523898434
Non-Hodgkin's lymphoma	SLC7A5	0.198668684530033
Otitis externa	SLC7A5	0.160342603683722
Pneumonia aspiration	SLC7A5	0.112948813431362
Prothrombin level decreased	SLC7A5	0.0599484242378723
Pseudolymphoma	SLC7A5	0.0752079636442187
Pyelonephritis	SLC7A5	0.0360353364776814
Pyuria	SLC7A5	0.112948813431362
Retching	SLC7A5	0.135684428135317
Retinal degeneration	SLC7A5	0.0253936337811326
Retinal disorder	SLC7A5	0.183890320572681
Retinal vein thrombosis	SLC7A5	0.0193100192659841
Rhabdomyolysis	SLC7A5	0.172902777108728
Salivary gland enlargement	SLC7A5	0.105047027740966
Serum sickness	SLC7A5	0.128324707804536
Skin cancer	SLC7A5	0.151721523898434
Skin hypertrophy	SLC7A5	0.198668684530033
Skin mass	SLC7A5	0.198668684530033
Skin necrosis	SLC7A5	0.0438509467444944
Skin odour abnormal	SLC7A5	0.151721523898434
Skin ulcer	SLC7A5	0.156310215204654
Snoring	SLC7A5	0.0387229077762043
Supraventricular extrasystoles	SLC7A5	0.191421659674581
Temperature intolerance	SLC7A5	0.0525639629563291
Tendon disorder	SLC7A5	0.0673285333067054
Tooth abscess	SLC7A5	0.183890320572681
Vestibular disorder	SLC7A5	0.0975034835890644
Viral infection	SLC7A5	0.18896682994315
Basedow's disease	SLCO1A2	0.0282310521871025
Benign intracranial hypertension	SLCO1A2	0.151721523898434
Drug eruption	SLCO1A2	0.129742448348826
Fat redistribution	SLCO1A2	0.0217579165660466
Haemolytic anaemia	SLCO1A2	0.175970414713964
Hepatic cirrhosis	SLCO1A2	0.175242373059483
Hyperlactacidaemia	SLCO1A2	0.0217579165660466
Insulin resistance	SLCO1A2	0.0107153528543563
Lipoatrophy	SLCO1A2	0.0824247154484813
Lipodystrophy acquired	SLCO1A2	0.151721523898434
Lipohypertrophy	SLCO1A2	0.175242373059483
Opportunistic infection	SLCO1A2	0.160460900694446
Optic atrophy	SLCO1A2	0.151721523898434
Renal colic	SLCO1A2	0.105047027740966
Rhonchi	SLCO1A2	0.175242373059483
Abdominal pain	SLCO1B1	0.00608593990109683
Amylase increased	SLCO1B1	0.00371976484022231
Anaemia	SLCO1B1	0.197440691492866
Antinuclear antibody positive	SLCO1B1	0.131195252079862
Aspartate aminotransferase increased	SLCO1B1	0.113462370102949
Autoimmune disorder	SLCO1B1	0.099458633712924
Basedow's disease	SLCO1B1	0.00238003856039959
Blood creatine phosphokinase increased	SLCO1B1	0.123673465445916
Blood glucose decreased	SLCO1B1	0.108444459779405
Blood glucose increased	SLCO1B1	0.194645416977136
Blood phosphorus decreased	SLCO1B1	0.0652352742180824
Blood thyroid stimulating hormone increased	SLCO1B1	0.0652352742180824
Blood triglycerides increased	SLCO1B1	0.168376259674237
Cerebral artery embolism	SLCO1B1	0.191387530028977
Diarrhoea	SLCO1B1	0.125314923464448
Disease progression	SLCO1B1	0.182606824048849
Drug-induced liver injury	SLCO1B1	0.191387530028977
Facial paresis	SLCO1B1	0.191387530028977
Fat redistribution	SLCO1B1	0.0139311091395618
Flushing	SLCO1B1	0.13296211923153
Frequent bowel movements	SLCO1B1	0.0717808335393696
Gastrointestinal pain	SLCO1B1	0.00295619023135982
Hepatic cancer	SLCO1B1	0.0282182612151521
Hepatocellular carcinoma	SLCO1B1	0.0204038997795348
Hyperbilirubinaemia	SLCO1B1	0.0526653648508378
Hyperlactacidaemia	SLCO1B1	0.0139311091395618
Hypertriglyceridaemia	SLCO1B1	0.113462370102949
Hypophosphataemia	SLCO1B1	0.168376259674237
Insulin resistance	SLCO1B1	0.000251532189456574
Intermittent claudication	SLCO1B1	0.156687137871235
Ischaemia	SLCO1B1	0.183434893906977
Lipase increased	SLCO1B1	0.0200741327723062
Lipoatrophy	SLCO1B1	0.0297535360262048
Lipodystrophy acquired	SLCO1B1	0.0139311091395618
Lipohypertrophy	SLCO1B1	0.0204038997795348
Muscle spasms	SLCO1B1	0.18180558213289
Muscular weakness	SLCO1B1	0.191421659674581
Musculoskeletal discomfort	SLCO1B1	0.0545926069999281
Myalgia	SLCO1B1	0.0867827453716744
Myoglobin urine present	SLCO1B1	0.0462206970290857
Myoglobinuria	SLCO1B1	0.0462206970290857
Myositis	SLCO1B1	0.00307654959691516
Nausea	SLCO1B1	0.137874175262379
Oesophageal pain	SLCO1B1	0.191387530028977
Opportunistic infection	SLCO1B1	0.0193626978371538
Pancreatitis	SLCO1B1	0.127613052285023
Pruritus generalised	SLCO1B1	0.165560923058712
Renal failure acute	SLCO1B1	0.163113512607377
Rhabdomyolysis	SLCO1B1	0.01930466192744
Transaminases increased	SLCO1B1	0.0221259179228778
Abdominal pain	SLCO1B3	0.0240834928824502
Abdominal pain upper	SLCO1B3	0.0157656305853274
Acute respiratory distress syndrome	SLCO1B3	0.0679832346652659
Ascites	SLCO1B3	0.154987641390238
Back pain	SLCO1B3	0.178335229299178
Blood pressure increased	SLCO1B3	0.168376259674237
Bone disorder	SLCO1B3	0.141330947412041
Catheter site pain	SLCO1B3	0.128324707804536
Colitis ischaemic	SLCO1B3	0.122286917159191
Connective tissue disorder	SLCO1B3	0.0985779048182257
Cranial nerve paralysis	SLCO1B3	0.128324707804536
Decubitus ulcer	SLCO1B3	0.156310215204654
Dehydration	SLCO1B3	0.170416792486154
Device related infection	SLCO1B3	0.0143057946255692
Diarrhoea	SLCO1B3	0.166292146038487
Dyspnoea exertional	SLCO1B3	0.194515835170777
Eosinophil count increased	SLCO1B3	0.183890320572681
Febrile neutropenia	SLCO1B3	0.129165775750982
Flatulence	SLCO1B3	0.13979636356309
Flushing	SLCO1B3	0.0568778928978915
Gastrointestinal pain	SLCO1B3	0.0577947037640676
Hepatic failure	SLCO1B3	0.0695912950273599
Hepatic necrosis	SLCO1B3	0.0483400211858877
Hyperbilirubinaemia	SLCO1B3	0.11973530465959
Hyperlactacidaemia	SLCO1B3	0.183890320572681
Hypermagnesaemia	SLCO1B3	0.183890320572681
Hypoaesthesia	SLCO1B3	0.0320803177267774
Injection site infection	SLCO1B3	0.183890320572681
Injection site phlebitis	SLCO1B3	0.10102312593377
Insulin resistance	SLCO1B3	0.128324707804536
Lipodystrophy acquired	SLCO1B3	0.183890320572681
Lymphoedema	SLCO1B3	0.179800495605047
Multi-organ failure	SLCO1B3	0.0831029159164435
Musculoskeletal discomfort	SLCO1B3	0.112739505114037
Myalgia	SLCO1B3	0.085700292844756
Myoglobin urine present	SLCO1B3	0.128324707804536
Myoglobinuria	SLCO1B3	0.128324707804536
Myopathy	SLCO1B3	0.171062664132231
Myositis	SLCO1B3	0.185379017367824
Nail discolouration	SLCO1B3	0.156310215204654
Necrotising colitis	SLCO1B3	0.156310215204654
Necrotising enterocolitis neonatal	SLCO1B3	0.10102312593377
Neuritis	SLCO1B3	0.186210777638565
Neurotoxicity	SLCO1B3	0.0831029159164435
Neutropenic colitis	SLCO1B3	0.156310215204654
Non-cardiac chest pain	SLCO1B3	0.156310215204654
Onycholysis	SLCO1B3	0.183890320572681
Opportunistic infection	SLCO1B3	0.0608915216428199
Oral candidiasis	SLCO1B3	0.117553259251142
Pain in extremity	SLCO1B3	0.156918990679158
Pancreatitis acute	SLCO1B3	0.194515835170777
Peripheral motor neuropathy	SLCO1B3	0.017915869129931
Photopsia	SLCO1B3	0.194515835170777
Polyneuropathy	SLCO1B3	0.135657578324558
Progressive multifocal leukoencephalopathy	SLCO1B3	0.183890320572681
Prurigo	SLCO1B3	0.125886891501596
Pruritus generalised	SLCO1B3	0.179800495605047
Radiation pneumonitis	SLCO1B3	0.10102312593377
Respiratory distress	SLCO1B3	0.0483400211858877
Rhabdomyolysis	SLCO1B3	0.0648097812836714
Scleroderma	SLCO1B3	0.156310215204654
Septic shock	SLCO1B3	0.0254861040794525
Skin lesion	SLCO1B3	0.0360961045190144
Skin toxicity	SLCO1B3	0.128324707804536
Tenderness	SLCO1B3	0.138249191951993
Abdominal pain	SLCO2B1	0.195457789286161
Abdominal pain upper	SLCO2B1	0.0456081553129484
Amylase increased	SLCO2B1	0.032187324436626
Arthralgia	SLCO2B1	0.0610687519925668
Autoimmune disorder	SLCO2B1	0.122286917159191
Back pain	SLCO2B1	0.178335229299178
Basedow's disease	SLCO2B1	0.00423038168396057
Benign intracranial hypertension	SLCO2B1	0.183890320572681
Blood creatine phosphokinase increased	SLCO2B1	0.138249191951993
Blood triglycerides increased	SLCO2B1	0.0912218277198248
Cognitive disorder	SLCO2B1	0.0758182153619512
Cough	SLCO2B1	0.142940085781332
Dermatitis bullous	SLCO2B1	0.167778702800841
Diarrhoea	SLCO2B1	0.166292146038487
Drug eruption	SLCO2B1	0.185379017367824
Drug interaction	SLCO2B1	0.16123098589684
Epidermal necrosis	SLCO2B1	0.10102312593377
Eructation	SLCO2B1	0.129364414225679
Fat redistribution	SLCO2B1	0.0304684236837671
Flatulence	SLCO2B1	0.0646944336845868
Folliculitis	SLCO2B1	0.154987641390238
Gastrointestinal pain	SLCO2B1	0.147477144958782
Haemarthrosis	SLCO2B1	0.183890320572681
Hepatic failure	SLCO2B1	0.025739730823737
Hepatitis	SLCO2B1	0.057597800737222
Hyperlactacidaemia	SLCO2B1	0.0304684236837671
Hypertriglyceridaemia	SLCO2B1	0.0631586074045347
Inflammation	SLCO2B1	0.181704540050062
Insulin resistance	SLCO2B1	0.000897492737022736
Leukocytoclastic vasculitis	SLCO2B1	0.194515835170777
Lipoatrophy	SLCO2B1	0.0094782726583249
Lipodystrophy acquired	SLCO2B1	0.0304684236837671
Lipohypertrophy	SLCO2B1	0.0396558129032062
Liver disorder	SLCO2B1	0.0480752839214654
Musculoskeletal discomfort	SLCO2B1	0.0447076890012234
Myalgia	SLCO2B1	0.0332084990017396
Myoglobin urine present	SLCO2B1	0.128324707804536
Myoglobinuria	SLCO2B1	0.128324707804536
Myopathy	SLCO2B1	0.0637455424146545
Myositis	SLCO2B1	0.0163788464201455
Nephritis	SLCO2B1	0.122286917159191
Opportunistic infection	SLCO2B1	0.0608915216428199
Pancreatitis	SLCO2B1	0.0355422057724433
Pancreatitis acute	SLCO2B1	0.194515835170777
Paronychia	SLCO2B1	0.183890320572681
Progressive multifocal leukoencephalopathy	SLCO2B1	0.183890320572681
Renal colic	SLCO2B1	0.128324707804536
Renal failure acute	SLCO2B1	0.119011240938294
Renal impairment	SLCO2B1	0.192945261287662
Rhabdomyolysis	SLCO2B1	0.00546560027661877
Serum sickness	SLCO2B1	0.179800495605047
Vasculitis	SLCO2B1	0.0350521056883805
Abdominal pain	TOP2A	0.160342603683722
Acute leukaemia	TOP2A	0.0396097848038305
Acute lymphocytic leukaemia	TOP2A	0.0580036954033661
Acute myeloid leukaemia	TOP2A	0.0477104735268296
Agranulocytosis	TOP2A	0.0364569092941176
